scenario,mode,strategy,seed_code,seed_value,days_survived,ending_type,ending_cause,encounters_faced,vehicle_breakdowns,final_hp,final_supplies,final_sanity,final_budget_cents,boss.reached,boss_won,miles_traveled,travel_days,partial_travel_days,non_travel_days,avg_mpd,unique_encounters,repairs_spent_cents,bribes_spent_cents,exec_order_active,exec_order_days_remaining,exec_order_cooldown,exposure_streak_heat,exposure_streak_cold,days_with_camp,days_with_repair,travel_ratio,unique_per_20_days,rotation_events,reached_2k_by_150,crossing_events,crossing_permit_uses,crossing_bribe_attempts,crossing_bribe_successes,crossing_detours_taken,crossing_failures,crossing_failure_rate,crossing_bribe_success_rate,day_reason_history,endgame_active,endgame_field_repair_used,endgame_cooldown_days,stop_cap_conversions
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1349,121,"Sanity Depleted - Game Over","sanity",33,7,10,16,0,800,true,false,2100.0,102,9,9,18.92,25,0,0,"shutdown",1,0,0,1,13,7,0.925,4.17,33,true,5,0,0,0,2,0,0.000,0.000,"||||||||||camp|||camp||||||||||||||||||camp||||||detour|detour|crossing_pass|||camp||||||||||||||||||||||||repair||crossing_pass|||camp|||camp||repair|camp|||||repair|||||camp||||||repair;camp|||||||camp|||||||crossing_pass|camp|repair|||||camp||repair||repair;camp|",false,false,1,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1350,125,"Sanity Depleted - Game Over","sanity",32,4,10,19,0,1300,true,false,2100.0,103,11,10,18.42,26,0,0,"",0,0,0,0,16,4,0.919,4.19,30,true,4,0,0,0,1,0,0.000,0.000,"|||||||||||camp||||||||camp||||||||||||repair||||detour|detour|crossing_pass||||||||camp|||||camp|||||||repair||camp|||camp||||||||camp|crossing_pass|||||camp||||repair|||||camp|||||camp||||camp|||||||camp|||camp|repair||||||camp|crossing_pass|||||camp||||camp||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1351,99,"Sanity Depleted - Game Over","sanity",26,6,9,20,0,1000,false,false,1650.6,84,7,7,18.14,23,0,0,"",0,0,0,0,11,6,0.929,4.69,26,false,2,0,0,0,0,0,0.000,0.000,"||||repair|||||||||camp||||camp||||repair|||||||||||camp|||||crossing_pass||||||||||||||||||||||camp|||camp||||camp||||||camp|crossing_pass||camp||repair||||repair||||||camp|repair|||camp||||camp|repair|",false,false,1,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1352,126,"Sanity Depleted - Game Over","sanity",27,11,10,20,0,600,true,false,2100.0,106,7,12,18.58,21,0,0,"",0,0,0,0,16,11,0.904,3.36,24,true,3,0,0,0,0,0,0.000,0.000,"|camp|||||||||||||||camp|||||||repair|||||camp||||||||||camp|crossing_pass||||||||||||||||repair;camp|||||repair||repair||camp|camp||||repair||repair;camp||camp|crossing_pass|repair||||||||repair|||||||camp|||||camp||||||||camp|repair|||||camp|repair|crossing_pass|camp|||||camp|repair|||camp|||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1353,123,"Sanity Depleted - Game Over","sanity",30,4,9,15,0,5400,true,false,2100.0,106,5,11,18.92,22,0,1500,"",0,0,0,0,13,4,0.910,3.61,29,true,3,0,1,1,0,0,0.000,1.000,"|||||||||||||||camp|||||||||||||||||||crossing_pass||||||||||||||||||camp|||||||||||||||||camp|crossing_pass|||||||camp|||camp|||||||camp||||||camp|||repair|||camp|repair|||camp|||||camp|crossing_pass|||camp|||repair||camp|||repair;camp|",false,false,1,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1354,36,"Collapse (crossing) - Game Over","collapse_crossing",11,3,10,5,6,200,false,false,663.5,33,1,1,19.51,10,0,0,"",0,2,0,0,1,3,0.971,5.71,10,false,1,0,0,0,0,1,1.000,0.000,"||||repair|||||||||camp|||||repair|||||||||||repair|||||crossing_fail",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1355,127,"Sanity Depleted - Game Over","sanity",30,18,10,12,0,100,true,false,2100.0,107,10,9,17.95,29,0,0,"",0,0,0,0,16,18,0.929,4.60,29,true,3,0,0,0,0,0,0.000,0.000,"|||||||||||camp|repair|||||||||||||camp|||||||||||crossing_pass|||||||||repair||repair|camp|||||camp|||||repair||||repair;camp||||camp||repair|||||repair;crossing_pass||repair;camp||repair;camp||camp||camp||||repair||camp|||||||camp|repair||||repair||||repair|camp|repair||repair|||camp||||crossing_pass|||camp|repair||repair;camp|||repair||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1356,113,"Collapse (crossing) - Game Over","collapse_crossing",40,11,10,7,4,400,false,false,1919.7,95,8,9,18.64,26,0,1000,"",0,1,0,0,13,10,0.920,4.64,37,false,4,0,1,0,1,1,0.250,0.000,"||||||||camp|||||||||||repair||||||repair;camp||camp||||repair||camp||||crossing_pass|||||||||||||camp|||||||||||||||||camp|repair|||detour|camp|crossing_pass|repair||||camp||||||repair|||camp||repair||||camp||repair|camp|||||camp|||repair||camp|repair||||stop_cap;crossing_fail",false,false,2,1
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1357,44,"Collapse (crossing) - Game Over","collapse_crossing",14,4,9,10,6,200,false,false,702.8,36,3,4,18.02,10,0,0,"",0,1,0,0,5,4,0.907,4.65,12,false,2,0,0,0,1,1,0.500,0.000,"|||||||||||camp||repair||||||camp||||||repair;camp|||||repair||||camp||||||repair;camp|detour|stop_cap;crossing_fail",false,false,0,1
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1358,123,"Sanity Depleted - Game Over","sanity",35,16,10,8,0,0,true,false,2100.0,103,8,11,18.92,24,0,0,"",0,2,0,0,16,16,0.910,3.93,33,true,3,0,0,0,0,0,0.000,0.000,"|||||||||camp|||repair|||||||||repair|||||||||camp|||||||crossing_pass||camp||||||||||camp|||||camp|repair||||||camp||repair|||repair|camp||repair||crossing_pass||||||||||camp||repair|||||repair||camp||repair|camp||||camp|repair||camp||||||repair||crossing_pass|repair;camp|||repair;camp|||camp|repair||repair;camp|||repair",false,false,2,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1359,40,"Collapse (crossing) - Game Over","collapse_crossing",9,1,7,7,7,200,false,false,670.9,34,2,3,18.64,9,0,0,"",0,6,0,0,4,1,0.923,4.62,9,false,1,0,0,0,0,1,1.000,0.000,"||||||camp|||||||repair|||camp|||camp|||||||||||camp||||||||crossing_fail",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1360,128,"Sanity Depleted - Game Over","sanity",33,18,10,12,0,800,true,false,2100.0,104,12,11,18.10,25,0,0,"",0,0,0,0,17,18,0.913,3.94,30,true,4,0,0,0,1,0,0.000,0.000,"repair||||||||||||repair|||camp|||||||||||||camp|||||||||crossing_pass|||||||camp||repair;camp||repair|||camp||||repair;camp|||||repair;camp|camp|repair||repair||||camp||||||camp|||detour|detour|detour|repair;crossing_pass|||||repair||repair||repair|camp||||||camp|repair||||camp|||||repair||camp|||||repair;crossing_pass||repair|||camp|repair||camp|||camp||repair",false,false,2,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1361,123,"Sanity Depleted - Game Over","sanity",38,16,10,18,0,1700,true,false,2100.0,100,13,9,18.58,29,0,0,"",0,0,0,0,19,16,0.926,4.75,35,true,3,0,0,0,0,0,0.000,0.000,"|||||||repair|||camp|||||camp|||||||||||||||||repair|||crossing_pass||repair;camp|||||repair|||||repair;camp|camp|repair||repair|camp||repair||camp|camp|repair||repair|||||camp||repair;camp|||||||crossing_pass|camp|||||camp|repair|||||repair|||camp||||camp||||repair|camp||||||||camp||||crossing_pass||camp|repair||camp||||repair|camp|",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1362,123,"Sanity Depleted - Game Over","sanity",37,3,10,14,0,2800,true,false,2100.0,103,9,10,18.75,26,0,2500,"",0,8,0,0,14,3,0.918,4.26,33,true,4,0,2,2,1,0,0.000,1.000,"|||||||||||camp|||repair|camp||||||||||||||||||||||camp|detour|detour|crossing_pass|||||||||||||repair||||||||||camp|||||crossing_pass||camp||||||camp||||camp|repair|||camp|||||||camp||||||||camp||||||camp|||crossing_pass|camp|||||||camp|||camp||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1363,114,"Collapse (crossing) - Game Over","collapse_crossing",31,9,10,15,4,1400,false,false,1948.0,93,10,10,18.91,24,0,1000,"",0,0,0,0,15,8,0.912,4.25,29,false,4,0,1,1,1,1,0.250,1.000,"||||||||||||||||camp||||camp|||||||||||||||crossing_pass|||||camp||repair|||camp|camp|||||repair|||||repair|||repair|camp|camp|||||repair;camp|||||crossing_pass|||||||||||camp||||||camp||||camp||||camp|||camp||||repair;camp||||repair;camp|||repair;detour|detour|stop_cap;crossing_fail",false,false,2,1
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1364,38,"Collapse (crossing) - Game Over","collapse_crossing",13,3,10,5,6,200,false,false,676.6,33,3,1,18.80,10,0,0,"",0,0,0,0,2,3,0.973,5.41,13,false,2,0,0,0,1,1,0.500,0.000,"|||||||||camp||||||repair|||repair|||||||||||||||repair;camp||detour|stop_cap;crossing_fail",false,false,0,1
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1365,118,"Sanity Depleted - Game Over","sanity",27,14,10,18,0,500,true,false,2100.0,96,13,8,19.27,22,0,0,"",0,0,0,1,13,14,0.932,3.76,23,true,5,0,0,0,2,0,0.000,0.000,"||||||||camp|||||repair||||||||||repair|camp|||||||||||detour|detour|detour|detour|detour|camp|crossing_pass|||repair|||||repair||||repair;camp||||||camp|||repair|||||||camp|repair;crossing_pass||||repair||||camp|||camp|repair||||||camp||repair|||repair|||camp||repair||camp|||repair;camp||||crossing_pass|||repair||||camp||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1366,130,"Sanity Depleted - Game Over","sanity",32,15,10,17,0,1000,true,false,2100.0,109,7,13,18.10,28,0,0,"",0,0,0,1,17,15,0.899,4.34,31,true,3,0,0,0,0,0,0.000,0.000,"|||||||repair||||||||camp|||||||||||||||camp||repair||repair|||crossing_pass||||camp||repair||camp||repair;camp||||repair;camp|||||camp||||||||||repair|||||camp||repair|||crossing_pass|camp|||||||repair||camp|||repair|||||camp||repair||||repair||repair;camp|||||||camp|||||camp|crossing_pass|repair||camp||repair|||camp|||camp||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1367,118,"Sanity Depleted - Game Over","sanity",34,10,10,19,0,700,true,false,2094.5,104,7,6,18.87,25,0,0,"",0,0,0,0,10,10,0.949,4.27,34,true,3,0,0,0,0,0,0.000,0.000,"|||||||||camp|||camp|||||||||||||||||camp||||||||crossing_pass||repair|||||camp|||||||||repair||||||||repair||||||repair|crossing_pass||||||camp|||||||||||||repair;camp||||camp|||||repair|||repair||camp|||repair||repair;crossing_pass||||camp||||camp||repair",false,false,1,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1368,75,"Collapse (crossing) - Game Over","collapse_crossing",20,2,10,8,4,0,false,false,1257.4,64,4,6,18.49,15,0,0,"",0,3,0,0,8,2,0.919,4.05,16,false,2,0,0,0,0,1,0.500,0.000,"||||||||||||camp|||camp|||camp|||||||||||||||camp|||camp|||crossing_pass|camp|||||||||||||||||camp|||repair||camp||||||||||repair|crossing_fail",false,false,1,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1369,35,"Collapse (crossing) - Game Over","collapse_crossing",14,0,9,14,5,200,false,false,646.4,32,1,1,19.59,10,0,0,"",0,0,0,1,1,0,0.971,5.88,13,false,1,0,0,0,0,1,1.000,0.000,"||||||||||||||camp|||||||||||||||||||crossing_fail",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1370,130,"Sanity Depleted - Game Over","sanity",36,20,10,10,0,1300,true,false,2091.5,108,8,13,18.03,32,0,0,"",0,0,1,0,18,20,0.899,4.96,32,true,3,0,0,0,0,0,0.000,0.000,"|repair|||||repair|||||repair|camp||||||||||||||||||||||||crossing_pass||||camp|||||||||repair;camp||repair||camp||||||||camp||repair||||||||||camp|crossing_pass|||||repair|camp||repair||repair||repair;camp|camp|||repair;camp||||repair;camp||repair|||repair|||camp||||repair||camp||camp||||repair|crossing_pass||repair||repair;camp|camp|repair||||camp|repair||camp",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1371,124,"Sanity Depleted - Game Over","sanity",30,17,10,13,0,100,true,false,2100.0,106,6,11,18.75,22,0,0,"",0,0,0,1,14,17,0.911,3.58,24,true,3,0,0,0,0,0,0.000,0.000,"|camp|||||||||||||||||||||camp||repair||repair||||||||camp||crossing_pass||||||||||repair||||camp|||||repair|camp||||||||repair||camp||repair||crossing_pass|repair|camp|repair||repair|||camp|||||||repair|||repair|||repair||||camp||||camp|repair||||camp|repair;camp|||repair|crossing_pass|||||||camp|||repair|camp|repair|",false,false,1,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1372,121,"Sanity Depleted - Game Over","sanity",30,14,10,18,0,1600,true,false,2100.0,99,11,10,19.09,25,0,0,"war_dept_reorg",1,0,0,0,15,14,0.917,4.17,28,true,4,0,0,0,1,0,0.000,0.000,"|||||||||||||||repair|||repair|camp||||||||||||repair||detour|detour|detour|repair;crossing_pass||repair;camp||||||||camp||||||||||||camp|||||||repair||camp|crossing_pass||repair;camp||||repair;camp||camp||repair||||repair||camp|||||||repair|camp|||||repair||||||camp||repair|camp||camp|crossing_pass|repair|||camp|||||camp|",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1373,128,"Sanity Depleted - Game Over","sanity",32,18,10,19,0,500,true,false,2100.0,102,14,11,18.10,25,0,1000,"",0,0,0,0,19,18,0.913,3.94,30,true,4,0,1,1,1,0,0.000,1.000,"|||||||||repair||camp||||||||||camp|||||||||||||repair|||crossing_pass||||camp|repair|||||camp||repair|||camp||||repair;camp||repair|||repair||||repair;camp||||repair||||camp|repair;camp|crossing_pass|repair||camp|||repair;camp|||repair;camp|||camp||||||||camp|repair||repair||camp||||||camp||||repair|||camp|detour|detour|detour|camp|repair;crossing_pass|||||camp|repair||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1374,74,"Collapse (crossing) - Game Over","collapse_crossing",16,6,10,11,7,500,false,false,1252.9,64,4,5,18.43,13,0,0,"",0,0,0,0,7,6,0.932,3.56,15,false,2,0,0,0,0,1,0.500,0.000,"||||||||||camp||repair|||repair||camp|||||camp|camp|||||||||||||camp|||crossing_pass||||repair|||repair|camp|||||||||||||||||repair|camp|repair||||||crossing_fail",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1375,128,"Sanity Depleted - Game Over","sanity",34,11,10,15,0,1500,true,false,2100.0,103,11,13,18.42,26,0,1500,"",0,0,0,0,19,11,0.898,4.09,32,true,4,0,1,1,1,0,0.000,1.000,"||||||||||||||camp||||camp|||repair|||||||||camp|||||||camp|crossing_pass|||repair||camp|camp|||||||||camp||||camp||repair;camp||||||||||||||camp|repair;detour|detour|repair;camp|crossing_pass|||||camp|||camp|repair||||||camp|||||camp|||||camp||||repair||||camp||repair||crossing_pass||repair||repair||camp||repair||camp||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1376,126,"Sanity Depleted - Game Over","sanity",44,10,10,18,0,2100,true,false,2100.0,105,8,12,18.58,32,0,1000,"",0,0,0,0,17,10,0.904,5.12,42,true,3,0,1,1,0,0,0.000,1.000,"||||||||camp|||||||camp|||||||||||||||||camp|||||camp|crossing_pass|||||||||||repair||||repair;camp||||repair||||camp|repair|||||||||crossing_pass|repair|||camp|||camp||||camp|||||camp||repair|||||camp|repair||repair||repair|||||camp|||camp||||crossing_pass|camp|||camp|||camp|||camp|repair||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1377,125,"Sanity Depleted - Game Over","sanity",34,9,8,17,0,1000,true,false,2100.0,106,10,8,18.10,23,0,0,"travel_ban_lite",2,0,0,0,15,9,0.935,3.71,32,true,3,0,0,0,0,0,0.000,0.000,"repair||||||||||||camp|||||camp|||||camp|||||repair||||||camp||||||crossing_pass|||||||camp|||||repair||||||||camp|||||||||||||crossing_pass||||camp||||||repair|||camp|repair|||repair;camp|||||camp|||||repair||||||camp|||camp||crossing_pass|||repair||camp|||camp|||repair;camp||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1378,127,"Sanity Depleted - Game Over","sanity",36,22,10,16,0,300,true,false,2100.0,99,12,14,18.92,30,0,0,"",0,0,0,0,19,22,0.888,4.80,30,true,6,0,0,0,3,0,0.000,0.000,"||||||||||||repair;camp||||||||||repair|camp||||repair||camp|||camp||repair|||repair;camp|detour|crossing_pass|||repair;camp|camp||||||repair;camp|camp|||||||||repair|||repair|||||repair;camp||repair;camp||repair||crossing_pass||||||camp||||repair||repair;camp||||||camp||repair||repair||camp||repair|||repair|||||repair|camp|repair|detour|detour|detour|crossing_pass|||camp|||camp||repair|camp|repair|",false,false,1,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1379,121,"Sanity Depleted - Game Over","sanity",34,9,10,15,0,3800,true,false,2098.6,103,11,6,18.41,27,0,0,"",0,0,0,0,14,9,0.950,4.50,29,true,3,0,0,0,0,0,0.000,0.000,"|repair||||||||||camp|repair|||||||||||||||||||camp|||||crossing_pass||||camp|||||||||repair|||||||||||repair|||camp|||||crossing_pass|||||repair||camp|||camp||||||camp||||camp||||repair|||camp|||repair||camp|||||camp|||camp|crossing_pass||||camp||||repair|camp|repair",false,false,1,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1380,126,"Victory - Boss Defeated","boss.victory",41,8,10,18,1,600,true,true,2100.0,103,10,12,18.58,28,0,0,"",0,0,0,0,17,8,0.904,4.48,40,true,5,0,0,0,2,0,0.000,0.000,"|||||||camp||||||||||||camp||||camp|||||||camp|||camp|repair|||camp||crossing_pass|||||||||||camp||||||repair||||||||||camp||||||repair|detour|detour|crossing_pass|||camp|||||||camp||||repair||camp|||camp|||||||camp|repair|||camp||||repair;camp||repair||crossing_pass||||repair||camp|||camp||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1381,128,"Sanity Depleted - Game Over","sanity",26,7,10,11,0,2100,true,false,2100.0,108,4,15,18.75,23,0,1000,"",0,0,0,1,16,7,0.882,3.62,23,true,3,0,1,1,0,0,0.000,1.000,"||||||camp|||||camp||||||||||camp||||||||||||||camp|||crossing_pass|||||||||||||camp||||repair|||||||camp|||||||||crossing_pass|camp|repair||||camp||repair||||repair;camp|camp|||||||||repair;camp|||repair||camp|||||||||camp||||||crossing_pass||camp||||||camp|||camp|repair|",false,false,1,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1382,119,"Sanity Depleted - Game Over","sanity",35,6,10,19,0,1500,true,false,2092.9,101,12,5,18.52,29,0,1000,"",0,0,0,0,14,6,0.958,4.92,32,true,3,0,1,1,0,0,0.000,1.000,"||||||||||camp|||||||||||||||||camp||||||camp||||crossing_pass|||||||||||camp|||||camp|||repair||||||||repair|||repair|crossing_pass|||camp|||||camp||||||||camp|||||||camp|||camp||repair||camp||||repair|||camp||crossing_pass|||||camp|repair||camp||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1383,127,"Sanity Depleted - Game Over","sanity",42,19,10,10,0,300,true,false,2092.5,102,12,12,18.36,29,0,0,"",0,0,0,0,17,19,0.905,4.60,41,true,5,0,0,0,2,0,0.000,0.000,"|||repair||repair;camp|||camp|||||||||||||camp||||||||||||||repair||||crossing_pass||||camp||repair||repair;camp|||||||||repair||repair|camp|||||||camp|repair|camp|||||repair|detour|detour|detour|detour|crossing_pass||camp|||||||||camp|repair||||repair|||camp|repair||repair|||||||camp|repair|||crossing_pass|repair;camp||repair||camp|repair;camp|||camp|repair||repair|camp|",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1384,72,"Collapse (crossing) - Game Over","collapse_crossing",21,6,10,10,6,300,false,false,1255.1,63,4,4,18.73,14,0,0,"",0,0,0,0,6,6,0.944,3.94,19,false,2,0,0,0,0,1,0.500,0.000,"|||||||||||camp||||||||||||||||||repair||repair|||crossing_pass||||repair;camp||||||camp|||camp|repair;camp|||||repair||||||||||||repair|||camp||stop_cap;crossing_fail",false,false,0,1
